order_id,customer_id,product_id,category,payment_method,order_time,price,quantity,total_amount,status
O803548,C44,P46,Home,UPI,2025-08-22 01:45:00,386.0,2,772.0,Completed
O651700,C142,P43,Home,UPI,2025-08-20 13:59:00,175.63,1,175.63,Completed
O470907,C56,P26,Electronics,UPI,2025-08-21 22:25:00,434.75,2,869.5,Completed
O148648,C64,P28,Home,UPI,2025-08-20 05:21:00,334.83,4,1339.32,Cancelled
O194623,C128,P2,Books,Cash,2025-08-22 14:44:00,132.98,4,531.92,Completed
O782509,C100,P16,Electronics,Credit Card,2025-08-21 10:44:00,23.24,3,69.72,Completed
O362746,C51,P44,Clothing,PayPal,2025-08-21 09:13:00,459.22,5,2296.1,Completed
O481089,C12,P24,Books,UPI,2025-08-20 08:50:00,33.03,5,165.15,Cancelled
O661158,C122,P7,Home,Credit Card,2025-08-23 21:18:00,370.54,1,370.54,Cancelled
O697468,C147,P46,Electronics,PayPal,2025-08-20 15:35:00,404.09,2,808.18,Completed
O918540,C31,P14,Sports,UPI,2025-08-23 02:23:00,109.98,1,109.98,Completed
O582774,C178,P13,Electronics,UPI,2025-08-20 06:19:00,306.3,3,918.9,Completed
O790804,C73,P16,Books,Debit Card,2025-08-22 00:31:00,426.75,1,426.75,Completed
O709014,C105,P43,Home,Credit Card,2025-08-22 06:29:00,247.83,5,1239.15,Completed
O651742,C69,P7,Books,Cash,2025-08-21 03:17:00,338.08,2,676.16,Completed
O249493,C71,P39,Home,Cash,2025-08-22 18:27:00,170.6,4,682.4,Cancelled
O767243,C199,P39,Sports,UPI,2025-08-23 11:19:00,232.64,4,930.56,Completed
O753805,C200,P29,Clothing,PayPal,2025-08-24 21:20:00,430.95,2,861.9,Cancelled
O366126,C54,P21,Sports,Debit Card,2025-08-23 22:39:00,432.7,2,865.4,Completed
O461185,C112,P35,Clothing,PayPal,2025-08-20 17:30:00,328.72,3,986.16,Completed
O484017,C6,P12,Clothing,Credit Card,2025-08-24 11:58:00,162.11,5,810.55,Completed
O969135,C6,P33,Electronics,Credit Card,2025-08-21 19:16:00,136.22,1,136.22,Completed
O643743,C107,P38,Electronics,Credit Card,2025-08-20 15:31:00,467.99,3,1403.97,Completed
O588622,C160,P41,Sports,Credit Card,2025-08-24 08:23:00,265.53,3,796.59,Completed
O907138,C161,P32,Electronics,Credit Card,2025-08-20 04:04:00,131.43,2,262.86,Completed
O450619,C158,P36,Clothing,Credit Card,2025-08-22 11:02:00,440.71,3,1322.13,Completed
O631123,C170,P7,Books,Cash,2025-08-22 22:36:00,287.42,3,862.26,Completed
O242843,C134,P14,Electronics,UPI,2025-08-24 14:04:00,12.82,5,64.1,Completed
O715343,C80,P12,Clothing,UPI,2025-08-21 05:40:00,339.98,4,1359.92,Completed
O167439,C31,P14,Sports,PayPal,2025-08-22 11:11:00,367.48,5,1837.4,Completed
O360127,C150,P7,Electronics,UPI,2025-08-20 06:43:00,293.52,2,587.04,Completed
O839314,C66,P1,Electronics,Credit Card,2025-08-24 04:08:00,137.04,4,548.16,Cancelled
O817268,C59,P11,Electronics,Debit Card,2025-08-21 04:00:00,167.87,1,167.87,Completed
O190094,C134,P49,Clothing,Cash,2025-08-23 18:54:00,466.89,4,1867.56,Completed
O488477,C161,P29,Electronics,Credit Card,2025-08-21 05:29:00,428.63,1,428.63,Completed
O420710,C88,P22,Sports,UPI,2025-08-21 16:15:00,109.43,3,328.29,Completed
O829292,C94,P19,Home,PayPal,2025-08-24 23:56:00,75.5,3,226.5,Completed
O778196,C45,P38,Books,Credit Card,2025-08-22 00:42:00,474.48,4,1897.92,Completed
O643090,C43,P30,Sports,UPI,2025-08-20 21:22:00,469.89,4,1879.56,Completed
O490541,C7,P45,Sports,PayPal,2025-08-23 01:53:00,428.85,3,1286.55,Completed
O365266,C3,P27,Books,Debit Card,2025-08-23 22:21:00,464.68,3,1394.04,Completed
O925498,C192,P9,Books,Debit Card,2025-08-24 02:30:00,403.64,1,403.64,Cancelled
O420499,C13,P39,Books,PayPal,2025-08-24 04:38:00,372.33,1,372.33,Cancelled
O633028,C190,P30,Sports,UPI,2025-08-22 00:55:00,85.71,2,171.42,Completed
O316569,C41,P39,Home,UPI,2025-08-22 06:38:00,224.32,2,448.64,Completed
O453051,C5,P22,Clothing,Credit Card,2025-08-24 22:53:00,24.14,1,24.14,Completed
O550319,C162,P29,,Debit Card,2025-08-24 00:50:00,14.6,5,73.0,Completed
O353639,C65,P41,Clothing,UPI,2025-08-21 17:52:00,112.6,3,337.8,Completed
O399220,C65,P21,Sports,UPI,2025-08-22 18:28:00,88.43,4,353.72,Completed
O925223,C163,P49,Books,UPI,2025-08-24 11:56:00,482.73,2,965.46,Completed
O208167,C155,P18,Home,,2025-08-23 05:33:00,256.0,1,256.0,Completed
O210961,C176,P22,Electronics,UPI,2025-08-22 06:23:00,317.22,3,951.66,Completed
O674748,C197,P23,Electronics,UPI,2025-08-22 17:42:00,448.88,5,2244.4,Completed
O595123,C69,P25,Electronics,Debit Card,2025-08-24 09:51:00,172.96,4,691.84,Completed
O150829,C2,P28,Clothing,Credit Card,2025-08-23 18:55:00,78.78,1,78.78,Completed
O395632,C17,P37,Home,PayPal,2025-08-20 19:51:00,249.18,5,1245.9,Completed
O471073,C162,P36,Clothing,Debit Card,2025-08-22 06:48:00,99.72,4,398.88,Completed
O608083,C137,P9,Sports,Cash,2025-08-22 22:14:00,226.79,5,1133.95,Completed
O167418,C172,P23,Clothing,Debit Card,2025-08-21 20:55:00,79.66,2,159.32,Completed
O421125,C189,P40,Books,Cash,2025-08-20 21:57:00,86.92,3,260.76,Completed
O152430,C80,P36,Books,Debit Card,2025-08-20 11:45:00,19.27,5,96.35,Completed
O218785,C86,P36,Electronics,,2025-08-21 07:39:00,75.57,2,151.14,Completed
O967788,C87,P17,Sports,Debit Card,2025-08-21 03:00:00,340.11,4,1360.44,Cancelled
O541696,C67,P15,Home,PayPal,2025-08-23 04:29:00,159.33,5,796.65,Cancelled
O637120,C102,P41,Books,Cash,2025-08-24 17:57:00,180.56,4,722.24,Completed
O507251,C18,P46,Home,UPI,2025-08-21 06:40:00,481.97,3,1445.91,Completed
O445059,C150,P24,Electronics,UPI,2025-08-22 22:41:00,263.5,4,1054.0,Completed
O593918,C165,P21,Books,Cash,2025-08-21 00:02:00,85.57,3,256.71,Completed
O736821,C100,P50,Clothing,Cash,2025-08-24 18:47:00,491.01,5,2455.05,Completed
O348157,C177,P5,Sports,UPI,2025-08-23 07:49:00,350.45,4,1401.8,Completed
O473223,C160,P38,Electronics,UPI,2025-08-23 19:16:00,161.0,1,161.0,Completed
O396512,C90,P36,Books,PayPal,2025-08-24 00:18:00,449.15,1,449.15,Completed
O563811,C171,P21,Home,UPI,2025-08-20 23:32:00,157.99,3,473.97,Completed
O275965,C23,P25,Clothing,Cash,2025-08-20 05:10:00,430.33,4,1721.32,Completed
O197428,C72,P22,,Credit Card,2025-08-22 07:30:00,335.28,2,670.56,Completed
O728289,C179,P2,Clothing,Debit Card,2025-08-21 05:48:00,305.0,2,610.0,Completed
O187432,C14,P27,Books,Credit Card,2025-08-20 04:32:00,403.13,4,1612.52,Completed
O218078,C19,P13,Home,Credit Card,2025-08-22 06:12:00,489.69,1,489.69,Completed
O312070,C143,P41,Home,UPI,2025-08-22 22:19:00,345.74,3,1037.22,Completed
O589038,C54,P17,Home,PayPal,2025-08-22 09:03:00,137.08,5,685.4,Completed
O407360,C17,P9,Books,Cash,2025-08-20 23:59:00,63.39,4,253.56,Completed
O256412,C105,P36,Home,PayPal,2025-08-22 22:08:00,345.7,5,1728.5,Completed
O969775,C132,P25,Books,PayPal,2025-08-23 07:05:00,352.76,4,1411.04,Cancelled
O408393,C12,P12,Sports,Cash,2025-08-20 12:15:00,133.98,1,133.98,Completed
O385510,C111,P18,Sports,UPI,2025-08-24 06:33:00,450.69,4,1802.76,Completed
O430693,C94,P14,Books,PayPal,2025-08-20 05:33:00,435.34,5,2176.7,Completed
O861206,C17,P38,Clothing,Credit Card,2025-08-20 23:51:00,97.09,2,194.18,Completed
O913517,C198,P43,Books,UPI,2025-08-22 18:39:00,268.55,4,1074.2,Completed
O644342,C157,P46,Home,Credit Card,2025-08-24 00:14:00,240.0,2,480.0,Completed
O943445,C108,P23,Electronics,Debit Card,2025-08-20 12:56:00,427.55,3,1282.65,Completed
O730878,C137,P25,Clothing,Cash,2025-08-22 13:32:00,302.9,5,1514.5,Completed
O224720,C174,P50,Home,Cash,2025-08-21 18:55:00,414.35,2,828.7,Completed
O319885,C95,P7,Books,PayPal,2025-08-20 09:27:00,377.79,4,1511.16,Completed
O916642,C155,P17,Clothing,Cash,2025-08-24 08:40:00,360.02,2,720.04,Completed
O340096,C80,P33,,PayPal,2025-08-23 02:12:00,226.48,5,1132.4,Completed
O705654,C200,P49,Clothing,Credit Card,2025-08-23 23:14:00,294.08,2,588.16,Completed
O991134,C144,P37,Clothing,PayPal,2025-08-20 02:02:00,77.01,4,308.04,Completed
O820692,C99,P50,Electronics,PayPal,2025-08-24 09:09:00,278.57,4,1114.28,Completed
O355689,C161,P42,,Credit Card,2025-08-22 05:08:00,466.96,2,933.92,Completed
O815953,C78,P30,Books,Debit Card,2025-08-20 19:43:00,257.45,1,257.45,Completed
O322933,C189,P45,Sports,Cash,2025-08-22 16:32:00,54.23,4,216.92,Cancelled
O957259,C39,P11,Home,PayPal,2025-08-20 07:28:00,195.1,2,390.2,Cancelled
O358901,C93,P16,Sports,PayPal,2025-08-23 21:58:00,82.18,2,164.36,Completed
O335669,C188,P42,Electronics,Debit Card,2025-08-20 23:42:00,279.26,3,837.78,Completed
O426498,C148,P49,Electronics,UPI,2025-08-24 14:47:00,167.78,3,503.34,Completed
O802249,C176,P39,Sports,Debit Card,2025-08-24 04:55:00,176.64,3,529.92,Completed
O296802,C139,P30,Electronics,UPI,2025-08-21 21:51:00,360.78,5,1803.9,Completed
O101475,C110,P44,Clothing,Credit Card,2025-08-22 07:00:00,179.66,3,538.98,Completed
O226176,C62,P25,Clothing,Debit Card,2025-08-23 17:44:00,199.71,4,798.84,Completed
O563710,C50,P50,Electronics,UPI,2025-08-23 20:50:00,131.9,5,659.5,Completed
O520642,C124,P36,Clothing,Debit Card,2025-08-24 16:26:00,163.44,1,163.44,Completed
O366891,C2,P17,Books,Credit Card,2025-08-24 09:20:00,416.91,1,416.91,Completed
O742234,C72,P24,Home,UPI,2025-08-20 02:39:00,392.96,1,392.96,Completed
O357497,C125,P33,Clothing,Debit Card,2025-08-22 10:23:00,80.96,5,404.8,Completed
O549391,C14,P6,Books,Debit Card,2025-08-20 13:57:00,57.98,3,173.94,Completed
O549901,C25,P38,Clothing,UPI,2025-08-20 06:13:00,253.94,2,507.88,Completed
O827625,C39,P47,Electronics,Credit Card,2025-08-21 03:36:00,21.62,5,108.1,Completed
O635698,C102,P27,Clothing,PayPal,2025-08-21 16:23:00,99.06,5,495.3,Completed
O683211,C130,P2,Clothing,Cash,2025-08-24 08:55:00,430.68,4,1722.72,Completed
O991697,C38,P32,Books,Debit Card,2025-08-23 11:09:00,347.94,1,347.94,Completed
O666312,C107,P4,Home,Credit Card,2025-08-20 03:01:00,14.77,3,44.31,Completed
O861090,C142,P14,Books,Debit Card,2025-08-23 02:13:00,234.13,2,468.26,Cancelled
O737958,C52,P6,Sports,Debit Card,2025-08-21 10:20:00,436.19,1,436.19,Completed
O272856,C141,P10,Clothing,Cash,2025-08-23 20:19:00,437.47,4,1749.88,Completed
O668585,C82,P8,Home,PayPal,2025-08-20 07:49:00,49.84,3,149.52,Completed
O444435,C194,P30,Electronics,PayPal,2025-08-24 05:11:00,148.71,5,743.55,Completed
O887605,C132,P44,Sports,Debit Card,2025-08-20 03:10:00,498.23,2,996.46,Completed
O469023,C68,P30,Clothing,UPI,2025-08-20 06:10:00,103.64,1,103.64,Completed
O983745,C23,P2,Electronics,PayPal,2025-08-22 17:15:00,406.1,3,1218.3,Completed
O654797,C104,P23,Sports,Debit Card,2025-08-20 19:15:00,111.63,5,558.15,Cancelled
O248947,C93,P46,Home,PayPal,2025-08-20 23:55:00,285.58,4,1142.32,Completed
O739813,C41,P25,Books,Cash,2025-08-21 12:59:00,43.55,5,217.75,Completed
O497353,C47,P13,Home,PayPal,2025-08-21 01:17:00,12.94,3,38.82,Completed
O967325,C63,P35,Sports,Cash,2025-08-22 11:11:00,146.38,5,731.9,Completed
O762608,C168,P40,Home,UPI,2025-08-21 18:37:00,324.03,1,324.03,Completed
O788190,C178,P29,Sports,Credit Card,2025-08-23 21:06:00,221.06,4,884.24,Completed
O723908,C24,P30,Home,Debit Card,2025-08-20 22:26:00,244.2,2,488.4,Completed
O308229,C8,P10,Books,UPI,2025-08-24 23:11:00,333.55,5,1667.75,Completed
O666984,C79,P34,Books,PayPal,2025-08-24 00:15:00,305.11,5,1525.55,Completed
O639936,C177,P6,Books,Debit Card,2025-08-21 07:19:00,28.39,2,56.78,Completed
O536731,C186,P12,Electronics,UPI,2025-08-23 13:37:00,283.52,1,283.52,Completed
O733485,C148,P40,Home,,2025-08-24 08:38:00,341.53,4,1366.12,Completed
O241488,C47,P11,Books,Cash,2025-08-22 04:27:00,320.18,5,1600.9,Completed
O973241,C95,P25,Home,Cash,2025-08-21 10:16:00,100.39,5,501.95,Completed
O606643,C3,P12,Books,Credit Card,2025-08-24 20:12:00,489.1,5,2445.5,Cancelled
O839995,C154,P41,Electronics,PayPal,2025-08-22 23:21:00,374.98,2,749.96,Completed
O339539,C51,P3,Home,Cash,2025-08-23 11:06:00,454.68,5,2273.4,Completed
O459426,C32,P14,Sports,UPI,2025-08-23 05:30:00,87.45,1,87.45,Completed
O350345,C6,P30,Home,PayPal,2025-08-24 09:27:00,418.31,5,2091.55,Cancelled
O323641,C14,P22,Sports,Credit Card,2025-08-21 09:25:00,382.08,3,1146.24,Completed
O669828,C75,P45,Clothing,Credit Card,2025-08-21 21:47:00,61.28,3,183.84,Completed
O486211,C189,P14,Clothing,UPI,2025-08-21 12:46:00,291.27,5,1456.35,Completed
O793206,C63,P1,Sports,Cash,2025-08-23 01:07:00,449.82,3,1349.46,Completed
O590566,C134,P48,Home,PayPal,2025-08-24 12:12:00,216.39,5,1081.95,Completed
O322257,C110,P35,Sports,Credit Card,2025-08-21 08:28:00,447.13,5,2235.65,Completed
O909025,C139,P30,Electronics,Cash,2025-08-22 05:52:00,210.16,3,630.48,Completed
O778528,C22,P32,Home,Debit Card,2025-08-23 11:38:00,46.46,3,139.38,Completed
O480070,C133,P22,Home,PayPal,2025-08-24 09:46:00,86.81,5,434.05,Completed
O708844,C180,P24,Books,Credit Card,2025-08-22 22:56:00,269.78,3,809.34,Completed
O631432,C99,P30,Clothing,PayPal,2025-08-24 02:25:00,341.22,3,1023.66,Completed
O829285,C44,P33,Clothing,UPI,2025-08-21 04:01:00,299.44,3,898.32,Completed
O405737,C122,P46,Electronics,Credit Card,2025-08-23 17:37:00,305.95,1,305.95,Cancelled
O457939,C56,P6,Books,Credit Card,2025-08-22 05:26:00,261.97,2,523.94,Completed
O322652,C159,P1,Sports,UPI,2025-08-23 09:19:00,64.02,1,64.02,Completed
O476993,C196,P31,Clothing,UPI,2025-08-20 19:43:00,496.93,4,1987.72,Completed
O943958,C60,P45,Electronics,Debit Card,2025-08-21 14:02:00,58.57,4,234.28,Completed
O975081,C48,P36,Sports,Debit Card,2025-08-23 11:18:00,386.06,5,1930.3,Completed
O174872,C133,P49,Electronics,UPI,2025-08-21 10:22:00,368.72,3,1106.16,Completed
O235669,C108,P1,Books,PayPal,2025-08-21 04:44:00,98.13,5,490.65,Completed
O301511,C162,P2,Books,Cash,2025-08-21 08:41:00,398.6,1,398.6,Completed
O746410,C184,P3,Clothing,Credit Card,2025-08-22 20:28:00,323.32,5,1616.6,Completed
O975534,C73,P8,Clothing,PayPal,2025-08-21 22:09:00,445.56,2,891.12,Completed
O273133,C161,P1,Home,Debit Card,2025-08-22 06:09:00,385.45,4,1541.8,Completed
O780648,C115,P6,Electronics,Cash,2025-08-24 16:08:00,122.04,5,610.2,Completed
O582599,C174,P16,Home,Cash,2025-08-22 22:39:00,342.66,5,1713.3,Completed
O118045,C160,P31,Home,Credit Card,2025-08-23 23:52:00,199.66,1,199.66,Completed
O102048,C121,P17,Home,Credit Card,2025-08-20 16:55:00,164.31,2,328.62,Completed
O585781,C134,P33,Clothing,UPI,2025-08-22 14:59:00,466.18,2,932.36,Completed
O636216,C98,P8,Sports,PayPal,2025-08-21 22:08:00,246.87,2,493.74,Completed
O462315,C56,P19,Books,Debit Card,2025-08-20 10:30:00,372.51,4,1490.04,Completed
O934690,C44,P21,Clothing,Credit Card,2025-08-24 08:08:00,290.55,2,581.1,Completed
O852292,C78,P22,Electronics,Cash,2025-08-24 04:26:00,438.56,5,2192.8,Completed
O230659,C192,P43,Electronics,Cash,2025-08-22 08:32:00,24.98,4,99.92,Completed
O344630,C172,P9,Books,Credit Card,2025-08-23 16:59:00,367.36,5,1836.8,Completed
O864401,C105,P11,Books,Credit Card,2025-08-21 23:52:00,349.26,3,1047.78,Completed
O927079,C177,P17,Electronics,PayPal,2025-08-22 20:00:00,324.39,5,1621.95,Completed
O458428,C18,P48,Sports,PayPal,2025-08-21 20:06:00,264.08,3,792.24,Completed
O448476,C37,P20,Sports,Cash,2025-08-23 09:50:00,147.96,1,147.96,Completed
O607358,C77,P29,Clothing,PayPal,2025-08-20 17:03:00,123.47,4,493.88,Cancelled
O376806,C127,P43,Home,UPI,2025-08-21 06:26:00,374.85,4,1499.4,Completed
O428045,C39,P29,Home,UPI,2025-08-24 13:02:00,360.4,4,1441.6,Completed
O700090,C145,P13,Clothing,UPI,2025-08-23 00:02:00,273.24,5,1366.2,Completed
O995582,C121,P18,Clothing,Cash,2025-08-24 03:29:00,456.79,2,913.58,Completed
O593943,C135,P15,Sports,UPI,2025-08-21 14:35:00,142.76,3,428.28,Completed
O524973,C143,P37,Books,Cash,2025-08-20 00:22:00,56.51,2,113.02,Completed
O431336,C70,P1,Books,Cash,2025-08-20 11:59:00,407.12,1,407.12,Completed
O211865,C49,P47,Sports,PayPal,2025-08-24 00:12:00,216.81,3,650.43,Completed
O944035,C98,P19,Sports,Debit Card,2025-08-21 09:28:00,380.56,3,1141.68,Cancelled
O141850,C26,P19,Sports,UPI,2025-08-20 09:14:00,136.92,3,410.76,Completed
O252596,C41,P3,Clothing,Credit Card,2025-08-24 14:09:00,214.67,3,644.01,Completed
O467626,C182,P29,Books,Cash,2025-08-22 11:02:00,453.0,4,1812.0,Completed
O947182,C61,P48,Sports,UPI,2025-08-24 12:13:00,27.31,3,81.93,Completed
O615814,C131,P11,Clothing,UPI,2025-08-22 23:36:00,36.17,5,180.85,Completed
O595087,C93,P4,Home,Cash,2025-08-22 22:01:00,157.16,2,314.32,Completed
O413961,C150,P8,Sports,Credit Card,2025-08-23 15:52:00,224.05,2,448.1,Completed
O841056,C184,P16,Clothing,PayPal,2025-08-24 20:46:00,247.09,2,494.18,Completed
O586577,C180,P34,Books,Credit Card,2025-08-23 07:57:00,331.94,3,995.82,Completed
O593193,C132,P43,Books,PayPal,2025-08-24 04:09:00,364.98,1,364.98,Completed
O676570,C15,P25,Home,Cash,2025-08-23 16:55:00,228.71,4,914.84,Completed
O412649,C190,P28,Clothing,Cash,2025-08-23 16:02:00,10.28,1,10.28,Completed
O854138,C127,P3,Home,Debit Card,2025-08-23 18:07:00,428.04,2,856.08,Completed
O873857,C17,P26,Electronics,Cash,2025-08-23 04:54:00,194.82,5,974.1,Completed
O276540,C100,P49,Home,Cash,2025-08-22 17:26:00,484.52,4,1938.08,Completed
O106793,C86,P7,,Credit Card,2025-08-21 15:47:00,264.36,1,264.36,Completed
O551332,C183,P7,Clothing,UPI,2025-08-23 07:22:00,333.31,5,1666.55,Completed
O432860,C188,P48,Electronics,UPI,2025-08-23 18:42:00,306.15,3,918.45,Completed
O688993,C52,P19,Sports,PayPal,2025-08-23 08:18:00,179.04,4,716.16,Completed
O579094,C194,P26,Books,Debit Card,2025-08-23 07:12:00,343.93,2,687.86,Completed
O122721,C11,P25,Electronics,Credit Card,2025-08-21 07:54:00,468.73,4,1874.92,Cancelled
O676326,C101,P23,Clothing,Credit Card,2025-08-22 11:25:00,14.28,3,42.84,Completed
O335149,C51,P47,Clothing,PayPal,2025-08-21 17:22:00,389.95,2,779.9,Completed
O992211,C179,P6,Clothing,Credit Card,2025-08-22 00:30:00,264.56,2,529.12,Completed
O330564,C49,P8,Sports,Credit Card,2025-08-23 01:23:00,300.36,2,600.72,Completed
O369777,C13,P44,Sports,Debit Card,2025-08-24 18:33:00,87.29,1,87.29,Completed
O315608,C16,P36,Sports,PayPal,2025-08-24 17:57:00,203.1,5,1015.5,Completed
O469915,C26,P9,Electronics,Debit Card,2025-08-23 07:45:00,492.24,3,1476.72,Completed
O419584,C108,P15,Books,Debit Card,2025-08-21 13:32:00,242.69,3,728.07,Completed
O252996,C63,P30,Sports,Cash,2025-08-21 13:01:00,83.6,4,334.4,Completed
O716641,C54,P23,Books,Credit Card,2025-08-22 07:17:00,270.95,3,812.85,Cancelled
O329443,C10,P15,Sports,PayPal,2025-08-20 07:05:00,201.45,5,1007.25,Completed
O991330,C56,P9,Electronics,Credit Card,2025-08-22 13:24:00,92.87,5,464.35,Cancelled
O853252,C80,P12,Home,Debit Card,2025-08-22 21:12:00,151.49,3,454.47,Completed
O456178,C184,P19,Sports,Credit Card,2025-08-20 15:52:00,344.96,3,1034.88,Cancelled
O707113,C25,P33,Sports,PayPal,2025-08-22 03:12:00,405.64,3,1216.92,Completed
O342555,C116,P26,Home,Cash,2025-08-21 20:02:00,373.27,2,746.54,Completed
O269989,C114,P23,Sports,Debit Card,2025-08-23 10:08:00,339.21,2,678.42,Completed
O605409,C25,P19,Electronics,PayPal,2025-08-22 15:17:00,51.27,2,102.54,Completed
O760747,C120,P29,Electronics,Cash,2025-08-21 14:10:00,263.56,3,790.68,Completed
O446955,C37,P8,Sports,UPI,2025-08-21 17:43:00,294.52,3,883.56,Cancelled
O579130,C18,P17,Sports,Credit Card,2025-08-23 05:41:00,287.17,1,287.17,Completed
O444786,C99,P13,,UPI,2025-08-21 12:46:00,194.24,5,971.2,Completed
O415320,C122,P29,Books,Debit Card,2025-08-21 04:50:00,81.34,1,81.34,Completed
O725467,C62,P33,Electronics,Credit Card,2025-08-22 06:31:00,124.2,4,496.8,Completed
O943376,C170,P12,Electronics,PayPal,2025-08-24 11:21:00,354.24,4,1416.96,Completed
O975175,C122,P41,Electronics,Debit Card,2025-08-24 00:25:00,469.72,5,2348.6,Completed
O418757,C157,P33,Home,Cash,2025-08-21 13:09:00,113.66,4,454.64,Completed
O782744,C183,P26,Clothing,UPI,2025-08-23 23:26:00,188.93,5,944.65,Completed
O711590,C87,P7,Clothing,Credit Card,2025-08-21 10:39:00,307.61,3,922.83,Cancelled
O271455,C172,P45,Electronics,PayPal,2025-08-20 06:27:00,159.14,4,636.56,Completed
O694303,C76,P17,Electronics,Debit Card,2025-08-21 04:28:00,187.56,5,937.8,Completed
O433381,C168,P45,Clothing,Credit Card,2025-08-20 10:57:00,364.8,5,1824.0,Completed
O545586,C160,P16,Electronics,UPI,2025-08-24 06:02:00,320.03,4,1280.12,Completed
O793609,C82,P31,Sports,PayPal,2025-08-24 05:58:00,268.63,5,1343.15,Completed
O193877,C118,P37,Books,Cash,2025-08-20 20:22:00,163.48,1,163.48,Completed
O711323,C13,P13,Electronics,PayPal,2025-08-24 21:55:00,307.07,2,614.14,Completed
O869636,C174,P41,Books,Debit Card,2025-08-22 20:12:00,157.31,5,786.55,Cancelled
O923829,C92,P2,Sports,Debit Card,2025-08-23 02:38:00,79.49,1,79.49,Completed
O499942,C64,P43,Clothing,,2025-08-21 02:55:00,61.28,1,61.28,Completed
O989691,C26,P24,Books,Credit Card,2025-08-20 09:50:00,490.14,5,2450.7,Completed
O688326,C94,P23,Home,Cash,2025-08-24 12:46:00,128.66,3,385.98,Completed
O311177,C70,P13,Books,PayPal,2025-08-22 23:03:00,255.71,2,511.42,Completed
O667227,C131,P3,Books,Debit Card,2025-08-21 13:43:00,162.95,1,162.95,Completed
O336299,C8,P48,Electronics,Debit Card,2025-08-21 16:47:00,413.68,5,2068.4,Completed
O267543,C4,P32,Electronics,UPI,2025-08-20 21:57:00,55.5,5,277.5,Completed
O669749,C34,P15,Home,Debit Card,2025-08-22 14:03:00,314.2,3,942.6,Completed
O885007,C105,P16,Home,Credit Card,2025-08-23 05:12:00,357.94,1,357.94,Completed
O654715,C133,P46,Electronics,Debit Card,2025-08-22 10:35:00,148.67,3,446.01,Completed
O428486,C118,P39,Home,Cash,2025-08-21 21:45:00,290.58,2,581.16,Completed
O451935,C130,P10,Electronics,Debit Card,2025-08-24 07:18:00,280.01,4,1120.04,Completed
O904576,C66,P40,Home,Cash,2025-08-23 10:39:00,355.25,5,1776.25,Completed
O292056,C189,P27,Clothing,Credit Card,2025-08-24 08:41:00,478.53,5,2392.65,Completed
O173222,C21,P40,Electronics,Credit Card,2025-08-21 15:16:00,96.15,2,192.3,Completed
O433258,C151,P16,Home,Debit Card,2025-08-21 22:31:00,433.04,2,866.08,Completed
O121694,C145,P8,Books,Credit Card,2025-08-24 08:27:00,176.47,4,705.88,Completed
O990850,C184,P26,Sports,Cash,2025-08-20 23:38:00,290.33,3,870.99,Completed
O673889,C46,P46,Clothing,Debit Card,2025-08-22 19:11:00,181.35,3,544.05,Completed
O573335,C143,P35,Sports,PayPal,2025-08-23 16:53:00,334.1,2,668.2,Completed
O305140,C139,P9,Books,Credit Card,2025-08-24 23:51:00,135.76,2,271.52,Completed
O732780,C34,P5,Home,Credit Card,2025-08-23 12:31:00,190.71,2,381.42,Cancelled
O562132,C8,P17,Electronics,Cash,2025-08-23 10:45:00,132.65,3,397.95,Completed
O627715,C42,P21,Clothing,UPI,2025-08-20 04:29:00,237.0,5,1185.0,Completed
O448262,C150,P14,Electronics,Debit Card,2025-08-24 19:20:00,490.58,4,1962.32,Completed
O431695,C173,P21,Clothing,Debit Card,2025-08-23 14:59:00,485.78,5,2428.9,Cancelled
O641580,C40,P33,Books,UPI,2025-08-21 11:52:00,242.87,5,1214.35,Completed
O252756,C158,P36,Electronics,UPI,2025-08-22 15:08:00,333.66,1,333.66,Completed
O757855,C162,P26,Home,PayPal,2025-08-23 09:25:00,374.35,3,1123.05,Completed
O908581,C94,P43,Sports,UPI,2025-08-24 18:37:00,314.26,1,314.26,Cancelled
O721389,C30,P39,Sports,Credit Card,2025-08-23 09:08:00,481.81,5,2409.05,Completed
O590923,C105,P49,Clothing,Debit Card,2025-08-23 06:37:00,239.28,2,478.56,Completed
O550815,C68,P47,Electronics,PayPal,2025-08-23 13:55:00,362.42,1,362.42,Completed
O717530,C106,P28,Home,UPI,2025-08-23 19:32:00,188.18,4,752.72,Completed
O464634,C48,P1,Clothing,UPI,2025-08-23 07:37:00,140.19,4,560.76,Completed
O526654,C6,P15,,Cash,2025-08-23 16:47:00,174.49,1,174.49,Completed
O511906,C117,P45,Home,Debit Card,2025-08-21 05:06:00,295.85,5,1479.25,Completed
O939686,C23,P37,Clothing,Cash,2025-08-24 09:15:00,158.05,5,790.25,Completed
O827354,C13,P29,Sports,Debit Card,2025-08-20 10:32:00,236.54,2,473.08,Completed
O154902,C34,P31,Electronics,Debit Card,2025-08-23 04:26:00,95.57,5,477.85,Completed
O910993,C181,P3,Books,Debit Card,2025-08-21 14:54:00,269.84,1,269.84,Completed
O312038,C1,P40,Sports,UPI,2025-08-21 09:09:00,437.48,4,1749.92,Cancelled
O937266,C81,P36,Electronics,UPI,2025-08-23 12:58:00,183.47,5,917.35,Completed
