activity_id,student_id,course_id,activity_type,activity_time,device,location,duration_minutes
A688870,S18,C4,Attempt_Quiz,2025-08-25 15:26:00,Tablet,Australia,36.0
A157809,S6,C4,Forum_Post,2025-08-20 19:42:00,Tablet,India,
A722208,S100,C9,Forum_Post,2025-08-25 12:35:00,Tablet,India,
A899585,S106,C14,Forum_Post,2025-08-23 13:00:00,Tablet,USA,
A821418,S49,C10,Attempt_Quiz,2025-08-21 19:59:00,Tablet,Australia,45.0
A983477,S89,C5,Complete_Course,2025-08-24 07:20:00,Mobile,USA,
A203678,S138,C11,Forum_Post,2025-08-21 19:23:00,Tablet,Australia,
A996847,S18,C3,Forum_Post,2025-08-26 19:14:00,Desktop,Canada,
A843734,S87,C2,Watch_Video,2025-08-23 18:03:00,Desktop,UK,6.0
A257724,S19,C13,Complete_Course,2025-08-23 16:03:00,Desktop,Canada,
A384163,S61,C12,Complete_Course,2025-08-21 13:02:00,Tablet,Australia,
A868522,S133,C6,Login,2025-08-20 15:44:00,Desktop,Canada,
A579568,S114,C13,Complete_Course,2025-08-22 16:18:00,Mobile,Australia,
A579056,S72,C18,Forum_Post,2025-08-20 00:27:00,Mobile,Canada,
A735341,S79,C14,Attempt_Quiz,2025-08-26 18:48:00,Tablet,USA,55.0
A242211,S86,C2,Watch_Video,2025-08-25 18:16:00,Desktop,USA,16.0
A945851,S54,C3,Complete_Course,2025-08-21 04:13:00,Desktop,USA,
A423446,S67,C7,Watch_Video,2025-08-25 07:50:00,Desktop,USA,3.0
A885303,S75,C19,Login,2025-08-23 23:02:00,Mobile,Canada,
A360382,S117,C9,Attempt_Quiz,2025-08-24 07:24:00,Desktop,Australia,30.0
A147992,S26,C7,Attempt_Quiz,2025-08-23 09:57:00,Mobile,India,23.0
A802207,S2,C3,Attempt_Quiz,2025-08-21 16:42:00,Desktop,Australia,12.0
A106759,S136,C10,Forum_Post,2025-08-25 08:54:00,Mobile,Australia,
A598464,S130,C5,Attempt_Quiz,2025-08-23 09:29:00,Mobile,Canada,4.0
A757662,S111,C10,Login,2025-08-26 16:57:00,Mobile,Australia,
A308159,S120,C11,Complete_Course,2025-08-21 16:46:00,Tablet,Australia,
A196355,S139,C1,Login,2025-08-23 17:39:00,Mobile,Australia,
A958793,S131,C10,Watch_Video,2025-08-24 15:38:00,Mobile,India,27.0
A753501,S114,C14,Complete_Course,2025-08-20 04:44:00,Desktop,Canada,
A997940,S29,C14,Watch_Video,2025-08-20 04:53:00,Tablet,USA,33.0
A553911,S6,C20,Attempt_Quiz,2025-08-25 18:30:00,Mobile,India,57.0
A274947,S125,C7,Watch_Video,2025-08-23 21:24:00,Tablet,India,44.0
A256468,S143,C17,Login,2025-08-20 11:18:00,Mobile,Canada,
A246205,S59,C15,Login,2025-08-22 23:03:00,Tablet,India,
A102095,S85,C2,Forum_Post,2025-08-22 13:41:00,Mobile,USA,
A371887,S125,C14,Attempt_Quiz,2025-08-25 06:28:00,Tablet,USA,58.0
A239223,S131,C17,Login,2025-08-20 23:29:00,Mobile,India,
A105148,S137,C11,Watch_Video,2025-08-24 21:44:00,Mobile,,34.0
A401065,S86,C4,Attempt_Quiz,2025-08-23 08:26:00,Mobile,Canada,25.0
A533962,S138,C18,Complete_Course,2025-08-22 09:11:00,Mobile,UK,
A165432,S132,C20,Watch_Video,2025-08-22 02:03:00,Desktop,Australia,56.0
A936248,S40,C16,Forum_Post,2025-08-20 19:13:00,Desktop,UK,
A808476,S70,C5,Watch_Video,2025-08-25 15:35:00,Tablet,India,33.0
A370571,S36,C11,Login,2025-08-23 16:44:00,Tablet,Australia,
A358412,S39,C18,Watch_Video,2025-08-26 07:44:00,Desktop,UK,33.0
A554014,S10,C17,Forum_Post,2025-08-20 20:58:00,Mobile,USA,
A674985,S138,C3,Login,2025-08-22 08:45:00,Tablet,UK,
A548609,S97,C4,Watch_Video,2025-08-22 04:05:00,Mobile,Canada,1.0
A255986,S118,C2,Attempt_Quiz,2025-08-25 13:03:00,Tablet,USA,9.0
A138662,S134,C3,Attempt_Quiz,2025-08-22 01:54:00,Tablet,Australia,22.0
A122893,S94,C2,Forum_Post,2025-08-26 21:17:00,Tablet,Australia,
A589067,S124,C15,Forum_Post,2025-08-24 20:18:00,Desktop,India,
A845951,S53,C19,Forum_Post,2025-08-22 12:25:00,Desktop,UK,
A322366,S3,C4,Complete_Course,2025-08-20 13:17:00,Tablet,USA,
A563422,S125,C14,Watch_Video,2025-08-20 13:30:00,Tablet,India,14.0
A314208,S145,C16,Forum_Post,2025-08-25 00:00:00,Mobile,India,
A449189,S10,C1,Complete_Course,2025-08-26 22:46:00,Desktop,UK,
A951033,S131,C1,Watch_Video,2025-08-22 09:49:00,Mobile,USA,36.0
A400242,S76,C16,Forum_Post,2025-08-23 05:22:00,Mobile,USA,
A954364,S23,C1,Login,2025-08-20 17:16:00,Tablet,India,
A356519,S140,C8,Attempt_Quiz,2025-08-25 06:13:00,Mobile,USA,37.0
A982489,S19,C11,Attempt_Quiz,2025-08-22 13:32:00,Tablet,India,9.0
A947732,S76,C6,Watch_Video,2025-08-26 09:33:00,Mobile,USA,7.0
A962360,S121,C16,Forum_Post,2025-08-22 09:53:00,Tablet,UK,
A929421,S31,C1,Attempt_Quiz,2025-08-26 01:35:00,Desktop,Australia,10.0
A543113,S135,C4,Forum_Post,2025-08-21 12:55:00,Mobile,Australia,
A384439,S15,C11,Watch_Video,2025-08-26 07:01:00,Tablet,UK,15.0
A532106,S56,C18,Forum_Post,2025-08-20 13:20:00,Desktop,India,
A398602,S100,C16,Complete_Course,2025-08-24 13:59:00,Desktop,UK,
A749246,S80,C7,Watch_Video,2025-08-21 09:43:00,Tablet,India,60.0
A774458,S14,C8,Login,2025-08-26 03:33:00,Desktop,UK,
A983450,S125,C4,Login,2025-08-26 23:47:00,Tablet,UK,
A721340,S128,C12,Watch_Video,2025-08-25 12:18:00,Tablet,Australia,10.0
A287640,S136,C3,Complete_Course,2025-08-22 14:29:00,Tablet,USA,
A185565,S1,C3,Watch_Video,2025-08-24 07:49:00,Mobile,Canada,19.0
A124011,S86,C17,Forum_Post,2025-08-22 05:27:00,Tablet,India,
A363026,S3,C2,Forum_Post,2025-08-20 16:19:00,Mobile,India,
A839627,S133,C16,Complete_Course,2025-08-26 07:25:00,Desktop,UK,
A678840,S56,C9,Watch_Video,2025-08-26 12:59:00,Tablet,Australia,1.0
A720014,S48,C9,Login,2025-08-25 01:35:00,Desktop,Canada,
A321964,S96,C8,Attempt_Quiz,2025-08-24 03:49:00,Desktop,India,41.0
A107373,S34,C19,Watch_Video,2025-08-26 18:01:00,Mobile,UK,2.0
A984920,S91,C2,Watch_Video,2025-08-23 08:56:00,Tablet,Canada,30.0
A877857,S54,C14,Complete_Course,2025-08-23 16:51:00,Tablet,USA,
A429889,S99,C14,Complete_Course,2025-08-24 13:07:00,Mobile,India,
A518181,S97,C12,Attempt_Quiz,2025-08-21 16:29:00,Tablet,Canada,32.0
A478560,S73,C10,Forum_Post,2025-08-26 18:12:00,Desktop,Australia,
A829240,S69,C7,Login,2025-08-21 10:18:00,Mobile,UK,
A787979,S45,C10,Complete_Course,2025-08-26 19:10:00,Desktop,UK,
A557697,S119,C8,Complete_Course,2025-08-23 03:34:00,Mobile,USA,
A191492,S13,C17,Forum_Post,2025-08-25 05:19:00,Desktop,UK,
A711129,S137,C19,Watch_Video,2025-08-23 21:00:00,,India,2.0
A864731,S89,C14,Attempt_Quiz,2025-08-22 22:26:00,Mobile,India,3.0
A779876,S148,C1,Forum_Post,2025-08-25 05:35:00,Tablet,USA,
A677775,S55,C20,Login,2025-08-22 10:12:00,Tablet,UK,
A218822,S69,C15,Watch_Video,2025-08-23 06:59:00,Tablet,USA,41.0
A664610,S148,C5,Login,2025-08-23 08:49:00,Mobile,UK,
A943869,S90,C17,Forum_Post,2025-08-22 23:02:00,Tablet,Canada,
A901728,S55,C6,Watch_Video,2025-08-26 00:45:00,Desktop,UK,4.0
A315043,S146,C11,Forum_Post,2025-08-25 04:12:00,Tablet,Canada,
A563272,S42,C12,Attempt_Quiz,2025-08-21 12:40:00,Tablet,Australia,7.0
A250345,S65,C15,Complete_Course,2025-08-20 13:20:00,Mobile,USA,
A424060,S27,C11,Forum_Post,2025-08-22 03:46:00,Tablet,Australia,
A636100,S105,C7,Attempt_Quiz,2025-08-21 02:18:00,Tablet,USA,46.0
A607580,S118,C5,Watch_Video,2025-08-20 08:44:00,Desktop,USA,2.0
A632514,S41,C4,Attempt_Quiz,2025-08-24 16:06:00,Mobile,Australia,35.0
A158603,S106,C3,Attempt_Quiz,2025-08-23 02:21:00,Tablet,Canada,53.0
A381463,S142,C8,Forum_Post,2025-08-26 19:39:00,Tablet,Canada,
A768549,S53,C6,Forum_Post,2025-08-25 15:22:00,Tablet,India,
A167901,S99,C13,Attempt_Quiz,2025-08-20 05:45:00,Desktop,UK,39.0
A436257,S126,C13,Forum_Post,2025-08-23 04:24:00,Mobile,India,
A705756,S40,C7,Forum_Post,2025-08-26 19:45:00,Desktop,Australia,
A488051,S72,C14,Forum_Post,2025-08-24 19:20:00,Desktop,India,
A601962,S60,C20,Attempt_Quiz,2025-08-24 11:35:00,Tablet,USA,26.0
A956021,S78,C5,Complete_Course,2025-08-24 03:18:00,Mobile,Australia,
A511160,S32,C19,Attempt_Quiz,2025-08-25 17:25:00,Desktop,USA,41.0
A930025,S77,C13,Login,2025-08-25 04:23:00,Desktop,UK,
A792851,S59,C13,Forum_Post,2025-08-26 11:39:00,,UK,
A850762,S31,C11,Forum_Post,2025-08-20 08:45:00,Tablet,UK,
A145634,S122,C13,Forum_Post,2025-08-22 15:17:00,Mobile,Canada,
A241617,S139,C8,Complete_Course,2025-08-26 14:05:00,Tablet,UK,
A680838,S25,C15,Complete_Course,2025-08-23 10:33:00,Desktop,India,
A830135,S117,C12,Complete_Course,2025-08-25 15:11:00,Mobile,UK,
A833939,S111,C17,Forum_Post,2025-08-24 01:53:00,Mobile,Australia,
A563492,S19,C8,Login,2025-08-25 11:25:00,Mobile,Canada,
A737486,S147,C18,Watch_Video,2025-08-21 23:19:00,Tablet,Canada,34.0
A848104,S71,C11,Attempt_Quiz,2025-08-26 02:42:00,Mobile,USA,25.0
A269748,S132,C13,Watch_Video,2025-08-25 18:47:00,Desktop,India,13.0
A940343,S88,C3,Forum_Post,2025-08-21 00:07:00,Tablet,Australia,
A262198,S123,C1,Watch_Video,2025-08-23 09:24:00,Desktop,UK,40.0
A719155,S141,C16,Login,2025-08-23 13:47:00,Tablet,Canada,
A100378,S66,C4,Complete_Course,2025-08-26 13:12:00,Desktop,India,
A797226,S104,C12,Forum_Post,2025-08-22 07:05:00,Desktop,Canada,
A740917,S120,C5,Login,2025-08-24 16:30:00,Mobile,UK,
A252201,S104,C17,Attempt_Quiz,2025-08-25 13:26:00,Mobile,Australia,47.0
A570014,S96,C20,Complete_Course,2025-08-21 14:57:00,Tablet,Australia,
A792994,S139,C3,Complete_Course,2025-08-24 09:42:00,Desktop,Australia,
A734386,S4,C10,Complete_Course,2025-08-20 03:10:00,Tablet,India,
A599245,S71,C7,Login,2025-08-24 15:03:00,Tablet,Australia,
A816043,S85,C19,Attempt_Quiz,2025-08-25 03:17:00,Tablet,UK,58.0
A299770,S24,C3,Watch_Video,2025-08-26 04:24:00,Tablet,UK,56.0
A998685,S45,C15,Complete_Course,2025-08-23 01:21:00,Tablet,USA,
A948664,S115,C17,Watch_Video,2025-08-20 11:54:00,Mobile,Australia,3.0
A586538,S18,C2,Login,2025-08-25 12:46:00,Tablet,UK,
A243725,S107,C16,Attempt_Quiz,2025-08-22 02:19:00,Mobile,UK,31.0
A773667,S2,C3,Watch_Video,2025-08-24 10:26:00,Desktop,Australia,33.0
A288624,S90,C16,Watch_Video,2025-08-22 03:48:00,Tablet,Australia,45.0
A522632,S41,C10,Watch_Video,2025-08-22 22:05:00,Desktop,USA,11.0
A743340,S86,C18,Forum_Post,2025-08-22 05:57:00,Mobile,Canada,
A284137,S88,C17,Complete_Course,2025-08-23 10:49:00,Tablet,USA,
A779715,S129,C1,Forum_Post,2025-08-23 10:43:00,Tablet,Australia,
A286925,S128,C10,Watch_Video,2025-08-26 22:34:00,Tablet,UK,40.0
A398741,S98,C5,Complete_Course,2025-08-22 08:56:00,Tablet,UK,
A652164,S40,C9,Attempt_Quiz,2025-08-25 02:19:00,Mobile,Canada,39.0
A569571,S84,C4,Complete_Course,2025-08-20 11:23:00,Mobile,UK,
A581257,S99,C20,Complete_Course,2025-08-23 18:37:00,Mobile,Canada,
A535123,S127,C14,Attempt_Quiz,2025-08-24 21:23:00,,UK,10.0
A456309,S131,C9,Forum_Post,2025-08-20 22:16:00,Tablet,USA,
A245699,S42,C3,Login,2025-08-22 05:01:00,Desktop,USA,
A652546,S88,C8,Attempt_Quiz,2025-08-25 20:25:00,Tablet,Australia,8.0
A464859,S73,C1,Complete_Course,2025-08-23 13:46:00,Desktop,Australia,
A199486,S35,C7,Forum_Post,2025-08-24 23:24:00,Desktop,UK,
A767311,S85,C1,Forum_Post,2025-08-24 05:41:00,Tablet,UK,
A552587,S25,C20,Watch_Video,2025-08-24 11:28:00,,India,49.0
A375110,S26,C19,Forum_Post,2025-08-25 11:29:00,Mobile,Australia,
A280430,S54,C2,Watch_Video,2025-08-25 01:00:00,Mobile,Australia,40.0
A205343,S48,C3,Watch_Video,2025-08-22 02:57:00,Mobile,,16.0
A169399,S39,C18,Login,2025-08-26 21:50:00,Tablet,India,
A179800,S86,C11,Login,2025-08-21 04:11:00,Mobile,USA,
A835922,S24,C1,Watch_Video,2025-08-25 00:42:00,Mobile,Canada,57.0
A910025,S1,C3,Complete_Course,2025-08-24 09:08:00,Mobile,Australia,
A584435,S43,C17,Complete_Course,2025-08-20 16:27:00,Mobile,India,
A859014,S77,C16,Attempt_Quiz,2025-08-23 22:57:00,Desktop,Australia,13.0
A414993,S100,C8,Login,2025-08-23 00:14:00,Mobile,Canada,
A945995,S41,C7,Forum_Post,2025-08-24 14:30:00,Mobile,UK,
A748959,S101,C14,Attempt_Quiz,2025-08-20 02:31:00,Mobile,India,10.0
A293818,S38,C7,Forum_Post,2025-08-24 16:16:00,Tablet,USA,
A517562,S131,C20,Attempt_Quiz,2025-08-25 08:10:00,Tablet,UK,4.0
A595397,S41,C2,Watch_Video,2025-08-26 07:06:00,Tablet,Canada,10.0
A720479,S17,C18,Forum_Post,2025-08-23 19:28:00,Desktop,USA,
A318750,S77,C6,Attempt_Quiz,2025-08-26 16:56:00,Desktop,Australia,32.0
A871357,S75,C18,Attempt_Quiz,2025-08-23 04:39:00,Desktop,Canada,12.0
A862890,S121,C10,Watch_Video,2025-08-25 02:16:00,Tablet,India,60.0
A481672,S86,C10,Watch_Video,2025-08-25 09:04:00,Mobile,India,44.0
A824665,S122,C8,Watch_Video,2025-08-25 05:02:00,Desktop,Australia,57.0
A335735,S24,C12,Complete_Course,2025-08-21 06:17:00,Desktop,Canada,
A209339,S14,C4,Attempt_Quiz,2025-08-24 15:58:00,Tablet,Canada,25.0
A595824,S112,C20,Login,2025-08-20 08:33:00,Tablet,India,
A867888,S91,C17,Attempt_Quiz,2025-08-24 05:34:00,Desktop,Canada,35.0
A306699,S20,C5,Complete_Course,2025-08-24 16:33:00,Desktop,USA,
A942347,S126,C2,Watch_Video,2025-08-26 06:58:00,Mobile,India,13.0
A593386,S75,C16,Attempt_Quiz,2025-08-22 17:01:00,Mobile,Australia,24.0
A957098,S142,C3,Watch_Video,2025-08-26 14:17:00,Tablet,Australia,27.0
A867535,S14,C18,Attempt_Quiz,2025-08-22 02:34:00,Mobile,USA,43.0
A142644,S109,C4,Forum_Post,2025-08-20 08:28:00,Desktop,India,
A229927,S41,C7,Forum_Post,2025-08-24 02:06:00,Tablet,USA,
A478214,S72,C5,Attempt_Quiz,2025-08-20 23:23:00,Desktop,USA,3.0
A248586,S94,C19,Watch_Video,2025-08-21 23:02:00,Mobile,Australia,47.0
A809841,S25,C11,Forum_Post,2025-08-26 19:39:00,Tablet,Australia,
A624832,S74,C12,Forum_Post,2025-08-25 21:10:00,Desktop,,
A318325,S8,C10,Watch_Video,2025-08-21 19:16:00,Mobile,UK,17.0
A963968,S89,C16,Login,2025-08-22 09:06:00,Desktop,Canada,
A615183,S9,C10,Login,2025-08-23 13:44:00,Tablet,UK,
A412388,S44,C19,Attempt_Quiz,2025-08-26 08:55:00,Desktop,Canada,1.0
A347157,S135,C19,Watch_Video,2025-08-22 15:17:00,Mobile,Australia,42.0
A880659,S30,C10,Complete_Course,2025-08-23 07:53:00,Mobile,USA,
A875339,S3,C18,Attempt_Quiz,2025-08-23 13:37:00,Mobile,Australia,20.0
A292480,S80,C1,Watch_Video,2025-08-20 14:18:00,Mobile,Canada,60.0
A515293,S87,C10,Complete_Course,2025-08-24 00:18:00,Desktop,UK,
A152228,S55,C1,Login,2025-08-21 19:43:00,Tablet,Australia,
A638322,S21,C6,Complete_Course,2025-08-24 08:32:00,Mobile,Canada,
A391813,S53,C12,Forum_Post,2025-08-21 11:00:00,Desktop,Canada,
A687193,S69,C3,Forum_Post,2025-08-25 08:11:00,Mobile,UK,
A427802,S126,C2,Complete_Course,2025-08-24 14:47:00,Mobile,,
A317060,S99,C15,Watch_Video,2025-08-26 02:12:00,Tablet,,14.0
A125854,S31,C11,Watch_Video,2025-08-25 16:52:00,Mobile,UK,1.0
A191294,S124,C19,Attempt_Quiz,2025-08-22 06:00:00,,Canada,49.0
A571190,S29,C1,Complete_Course,2025-08-21 19:53:00,Tablet,Canada,
A605373,S64,C7,Attempt_Quiz,2025-08-21 18:53:00,Desktop,India,35.0
A547818,S41,C7,Forum_Post,2025-08-26 17:57:00,Desktop,Canada,
A203468,S58,C3,Watch_Video,2025-08-20 14:30:00,Mobile,UK,6.0
A951291,S60,C20,Attempt_Quiz,2025-08-25 06:40:00,Tablet,India,18.0
A264199,S83,C13,Complete_Course,2025-08-20 03:28:00,Desktop,UK,
A138329,S16,C4,Complete_Course,2025-08-24 15:04:00,Mobile,USA,
A826276,S84,C7,Attempt_Quiz,2025-08-26 02:52:00,Desktop,India,1.0
A682650,S66,C17,Watch_Video,2025-08-26 08:17:00,Desktop,Canada,53.0
A263601,S149,C8,Attempt_Quiz,2025-08-25 21:13:00,Mobile,UK,51.0
A673312,S71,C5,Forum_Post,2025-08-24 09:58:00,Mobile,UK,
A846341,S15,C7,Login,2025-08-26 20:14:00,Desktop,Australia,
A893697,S14,C1,Watch_Video,2025-08-26 23:57:00,Tablet,Canada,7.0
A411625,S76,C18,Watch_Video,2025-08-21 22:01:00,Tablet,USA,37.0
A836953,S47,C12,Login,2025-08-26 18:08:00,Mobile,India,
A804812,S74,C18,Watch_Video,2025-08-25 06:56:00,Mobile,Canada,58.0
A946886,S119,C7,Forum_Post,2025-08-25 13:41:00,Mobile,USA,
A382989,S69,C6,Forum_Post,2025-08-24 01:06:00,Mobile,India,
A780797,S106,C5,Attempt_Quiz,2025-08-20 05:09:00,Tablet,UK,56.0
A367419,S2,C5,Forum_Post,2025-08-24 15:17:00,Mobile,Australia,
A193567,S78,C12,Login,2025-08-20 20:53:00,Desktop,USA,
A778776,S42,C19,Attempt_Quiz,2025-08-25 18:39:00,Tablet,USA,18.0
A954744,S91,C2,Forum_Post,2025-08-26 03:48:00,Mobile,Canada,
A539532,S19,C14,Complete_Course,2025-08-20 14:41:00,Mobile,UK,
A192452,S35,C1,Complete_Course,2025-08-24 09:13:00,Tablet,Canada,
A613188,S6,C1,Attempt_Quiz,2025-08-23 02:55:00,Tablet,India,60.0
A184687,S98,C3,Attempt_Quiz,2025-08-21 05:31:00,Tablet,India,35.0
A266472,S107,C19,Complete_Course,2025-08-22 15:48:00,Tablet,Canada,
A810389,S116,C20,Login,2025-08-21 15:06:00,Desktop,USA,
A613158,S1,C3,Login,2025-08-26 10:18:00,Desktop,UK,
A125490,S17,C15,Watch_Video,2025-08-25 21:20:00,Mobile,UK,55.0
A183403,S115,C16,Watch_Video,2025-08-23 10:59:00,Tablet,USA,36.0
A986778,S114,C15,Attempt_Quiz,2025-08-23 07:48:00,Tablet,Canada,32.0
A366403,S16,C9,Forum_Post,2025-08-21 03:11:00,Mobile,USA,
A148075,S66,C15,Login,2025-08-20 16:23:00,Desktop,India,
A687638,S139,C17,Complete_Course,2025-08-26 11:49:00,Mobile,India,
A140916,S63,C1,Forum_Post,2025-08-24 04:49:00,Mobile,UK,
A203832,S43,C18,Complete_Course,2025-08-20 11:01:00,Tablet,Australia,
A608350,S94,C2,Login,2025-08-20 03:27:00,Desktop,USA,
A386484,S89,C13,Complete_Course,2025-08-23 04:59:00,Tablet,USA,
A420343,S45,C8,Watch_Video,2025-08-21 13:56:00,Tablet,USA,44.0
A946836,S62,C8,Complete_Course,2025-08-25 11:03:00,Desktop,,
A827812,S86,C12,Forum_Post,2025-08-21 13:54:00,Mobile,UK,
A917509,S135,C14,Login,2025-08-22 15:02:00,Desktop,Australia,
A755752,S41,C6,Forum_Post,2025-08-26 14:41:00,Desktop,Australia,
A100737,S129,C8,Attempt_Quiz,2025-08-26 11:34:00,Desktop,Australia,7.0
A524910,S18,C19,Attempt_Quiz,2025-08-23 11:58:00,Mobile,USA,32.0
A824503,S63,C17,Login,2025-08-26 03:31:00,Mobile,USA,
A867371,S138,C6,Attempt_Quiz,2025-08-26 09:07:00,Tablet,Canada,17.0
A292238,S57,C4,Login,2025-08-24 17:39:00,Mobile,Australia,
A350774,S85,C10,Complete_Course,2025-08-25 01:13:00,Mobile,Australia,
A458109,S20,C15,Login,2025-08-20 10:30:00,Mobile,Australia,
A204455,S1,C2,Forum_Post,2025-08-21 08:56:00,Mobile,,
A801380,S39,C11,Complete_Course,2025-08-21 05:07:00,Desktop,Canada,
A407299,S30,C9,Attempt_Quiz,2025-08-22 18:45:00,Mobile,India,18.0
A171207,S121,C5,Attempt_Quiz,2025-08-25 18:24:00,Tablet,UK,51.0
A643043,S22,C4,Attempt_Quiz,2025-08-25 12:52:00,Mobile,Canada,23.0
A993656,S132,C6,Attempt_Quiz,2025-08-21 04:37:00,Tablet,UK,31.0
A894521,S95,C3,Watch_Video,2025-08-26 10:06:00,Desktop,USA,30.0
A888722,S92,C2,Watch_Video,2025-08-21 18:38:00,Tablet,Canada,12.0
A501937,S85,C15,Attempt_Quiz,2025-08-23 07:17:00,Tablet,India,44.0
A324653,S15,C20,Attempt_Quiz,2025-08-26 17:55:00,Tablet,India,33.0
A392386,S18,C16,Forum_Post,2025-08-20 07:07:00,Desktop,Australia,
A636395,S125,C13,Forum_Post,2025-08-24 14:31:00,Tablet,Australia,
A430203,S30,C12,Complete_Course,2025-08-20 22:54:00,Tablet,USA,
A241467,S87,C7,Watch_Video,2025-08-25 09:06:00,Mobile,UK,52.0
A780033,S64,C2,Forum_Post,2025-08-26 23:53:00,Tablet,USA,
A690957,S143,C13,Watch_Video,2025-08-21 04:32:00,Desktop,Australia,37.0
A302183,S125,C15,Attempt_Quiz,2025-08-21 06:05:00,Mobile,Australia,8.0
A626940,S121,C12,Watch_Video,2025-08-20 18:32:00,Mobile,Canada,7.0
A438214,S88,C17,Forum_Post,2025-08-21 22:31:00,Mobile,Canada,
A946574,S13,C4,Complete_Course,2025-08-23 08:10:00,Mobile,UK,
A711142,S62,C20,Watch_Video,2025-08-21 14:29:00,Desktop,Canada,23.0
A608749,S120,C1,Watch_Video,2025-08-21 11:00:00,Mobile,India,58.0
A982334,S114,C5,Watch_Video,2025-08-20 19:06:00,Mobile,India,52.0
A504095,S88,C6,Complete_Course,2025-08-22 05:28:00,Mobile,Australia,
A503664,S147,C9,Forum_Post,2025-08-24 09:41:00,Mobile,Australia,
A864221,S17,C15,Watch_Video,2025-08-21 17:49:00,Tablet,Australia,30.0
A655881,S67,C20,Attempt_Quiz,2025-08-24 02:14:00,Desktop,Australia,38.0
A428023,S146,C13,Watch_Video,2025-08-25 20:22:00,Tablet,India,52.0
A583518,S53,C14,Watch_Video,2025-08-21 17:15:00,Tablet,Canada,40.0
A409403,S118,C20,Watch_Video,2025-08-22 18:43:00,Tablet,UK,18.0
A502968,S19,C7,Attempt_Quiz,2025-08-26 06:11:00,Mobile,USA,3.0
A660514,S83,C10,Login,2025-08-22 11:52:00,Mobile,Canada,
A459764,S140,C19,Forum_Post,2025-08-25 10:10:00,Tablet,USA,
A494717,S67,C18,Attempt_Quiz,2025-08-22 13:30:00,Desktop,UK,54.0
A210598,S122,C9,Complete_Course,2025-08-25 08:13:00,Tablet,India,
A735202,S3,C4,Watch_Video,2025-08-22 10:26:00,Mobile,USA,6.0
A836947,S46,C14,Login,2025-08-24 11:47:00,Tablet,USA,
A637493,S65,C16,Watch_Video,2025-08-20 11:37:00,Tablet,India,38.0
A308245,S11,C19,Forum_Post,2025-08-20 16:37:00,Tablet,Australia,
A658254,S6,C14,Watch_Video,2025-08-26 20:30:00,Mobile,,45.0
A104222,S3,C2,Attempt_Quiz,2025-08-22 05:18:00,Mobile,Canada,5.0
A308726,S79,C9,Watch_Video,2025-08-20 17:11:00,Tablet,Canada,26.0
A694079,S68,C19,Forum_Post,2025-08-21 00:13:00,Tablet,USA,
A529672,S52,C6,Forum_Post,2025-08-25 09:35:00,Mobile,Australia,
A553085,S150,C3,Complete_Course,2025-08-26 06:10:00,Tablet,India,
A944055,S33,C20,Watch_Video,2025-08-21 18:19:00,Tablet,UK,11.0
A804266,S144,C7,Forum_Post,2025-08-24 07:56:00,Mobile,UK,
A853737,S148,C16,Login,2025-08-22 05:25:00,Desktop,India,
A956220,S115,C16,Watch_Video,2025-08-26 14:14:00,Tablet,,38.0
A918113,S88,C5,Login,2025-08-24 16:16:00,Desktop,Canada,
A499693,S128,C1,Attempt_Quiz,2025-08-23 09:36:00,Mobile,India,54.0
A146331,S99,C3,Forum_Post,2025-08-25 14:25:00,Mobile,Canada,
A856601,S32,C10,Forum_Post,2025-08-24 22:07:00,Tablet,Canada,
A233196,S53,C1,Login,2025-08-23 04:16:00,Tablet,UK,
A840315,S73,C18,Watch_Video,2025-08-23 15:46:00,Mobile,India,14.0
A884943,S73,C12,Complete_Course,2025-08-24 14:39:00,Mobile,USA,
A649054,S77,C19,Complete_Course,2025-08-25 08:55:00,Tablet,Canada,
A269052,S67,C11,Forum_Post,2025-08-20 17:39:00,Mobile,UK,
A740382,S70,C5,Watch_Video,2025-08-24 08:35:00,Desktop,India,43.0
A190697,S74,C20,Attempt_Quiz,2025-08-21 09:50:00,Desktop,UK,19.0
A276570,S87,C15,Complete_Course,2025-08-21 20:59:00,Mobile,Canada,
A697342,S44,C17,Forum_Post,2025-08-22 09:12:00,Mobile,India,
A388078,S24,C10,Forum_Post,2025-08-23 09:01:00,Desktop,India,
A389874,S61,C4,Watch_Video,2025-08-26 08:37:00,Mobile,India,18.0
A836894,S111,C19,Watch_Video,2025-08-20 10:07:00,Desktop,Canada,9.0
A816851,S149,C4,Complete_Course,2025-08-24 13:59:00,Mobile,Canada,
A746015,S109,C18,Attempt_Quiz,2025-08-22 01:09:00,Mobile,UK,33.0
A930122,S28,C17,Watch_Video,2025-08-26 18:22:00,Mobile,USA,46.0
A817976,S86,C1,Attempt_Quiz,2025-08-22 02:22:00,Tablet,Canada,38.0
A727861,S92,C20,Attempt_Quiz,2025-08-23 14:20:00,Desktop,Canada,31.0
A616112,S107,C5,Login,2025-08-26 12:35:00,Tablet,Canada,
A834970,S85,C8,Watch_Video,2025-08-21 15:00:00,Mobile,UK,5.0
A626924,S53,C15,Attempt_Quiz,2025-08-24 01:50:00,Tablet,Australia,27.0
A630820,S86,C8,Login,2025-08-23 21:29:00,Desktop,India,
A105735,S28,C2,Forum_Post,2025-08-24 12:19:00,Tablet,Australia,
