sensor_id,warehouse_id,timestamp,temperature,humidity,battery_level,status
S_W9_4,W9,2025-08-25 01:50:00,27.8,53.3,60.4,OK
S_W43_1,W43,2025-08-25 02:25:00,27.4,63.2,79.0,OK
S_W17_5,W17,2025-08-25 03:10:00,22.7,67.2,80.3,OK
S_W31_1,W31,2025-08-25 03:00:00,21.9,63.0,77.4,OK
S_W33_1,W33,2025-08-25 03:20:00,23.4,65.9,50.1,OK
S_W34_4,W34,2025-08-25 02:25:00,27.4,57.4,54.4,OK
S_W20_1,W20,2025-08-25 01:10:00,26.0,66.6,72.5,OK
S_W17_1,W17,2025-08-25 00:45:00,22.0,58.9,66.5,OK
S_W27_4,W27,2025-08-25 00:35:00,26.2,54.6,81.0,OK
S_W7_4,W7,2025-08-25 02:50:00,25.3,60.6,73.9,OK
S_W7_4,W7,2025-08-25 01:40:00,24.6,60.8,89.1,OK
S_W12_2,W12,2025-08-25 01:50:00,21.7,56.5,86.6,OK
S_W11_5,W11,2025-08-25 00:50:00,27.9,60.1,50.5,OK
S_W40_3,W40,2025-08-25 03:05:00,25.7,55.0,85.2,OK
S_W41_3,W41,2025-08-25 03:25:00,-100.0,57.7,72.7,MALFUNCTION
S_W18_4,W18,2025-08-25 02:55:00,24.3,55.4,63.1,OK
S_W15_1,W15,2025-08-25 00:25:00,23.3,63.0,58.2,OK
S_W28_3,W28,2025-08-25 02:10:00,26.9,64.5,87.7,OK
S_W27_5,W27,2025-08-25 02:15:00,20.7,62.7,77.0,OK
S_W19_5,W19,2025-08-25 02:10:00,22.8,66.4,73.5,OK
S_W48_3,W48,2025-08-25 03:55:00,20.0,70.4,76.3,OK
S_W22_1,W22,2025-08-25 04:10:00,21.8,67.7,53.8,OK
S_W45_5,W45,2025-08-25 01:40:00,23.1,55.0,80.1,OK
S_W44_3,W44,2025-08-25 04:15:00,26.6,52.7,93.5,OK
S_W8_2,W8,2025-08-25 00:10:00,30.2,60.1,70.8,OK
S_W10_4,W10,2025-08-25 00:45:00,23.6,64.7,53.7,OK
S_W40_5,W40,2025-08-25 01:25:00,25.6,64.2,90.8,OK
S_W32_1,W32,2025-08-25 01:10:00,30.1,63.1,56.9,OK
S_W10_3,W10,2025-08-25 00:45:00,26.7,62.2,72.9,OK
S_W39_5,W39,2025-08-25 02:15:00,29.2,65.0,73.8,OK
S_W7_5,W7,2025-08-25 03:25:00,22.0,58.8,59.3,OK
S_W43_5,W43,2025-08-25 01:45:00,24.8,49.5,53.6,OK
S_W26_3,W26,2025-08-25 03:35:00,22.2,60.8,60.6,OK
S_W15_3,W15,2025-08-25 01:10:00,22.7,64.1,73.6,OK
S_W48_2,W48,2025-08-25 04:45:00,23.5,51.9,56.6,OK
S_W36_1,W36,2025-08-25 01:40:00,24.6,59.7,70.2,OK
S_W9_4,W9,2025-08-25 03:25:00,19.0,64.8,56.0,OK
S_W30_3,W30,2025-08-25 02:45:00,25.4,48.5,85.2,OK
S_W45_2,W45,2025-08-25 03:15:00,26.5,54.6,73.0,OK
S_W10_3,W10,2025-08-25 03:10:00,27.6,56.6,89.4,OK
S_W7_4,W7,2025-08-25 01:10:00,27.5,50.4,56.7,OK
S_W27_4,W27,2025-08-25 01:15:00,28.2,60.4,67.2,OK
S_W43_1,W43,2025-08-25 02:45:00,20.8,61.0,83.0,OK
S_W44_3,W44,2025-08-25 02:50:00,23.5,68.5,86.0,OK
S_W41_5,W41,2025-08-25 02:45:00,28.1,54.0,76.4,OK
S_W38_2,W38,2025-08-25 01:10:00,29.0,59.2,51.0,OK
S_W16_2,W16,2025-08-25 00:05:00,29.9,56.0,53.9,OK
S_W41_3,W41,2025-08-25 03:15:00,26.5,59.5,67.7,OK
S_W21_5,W21,2025-08-25 01:40:00,20.8,61.0,66.9,OK
S_W27_1,W27,2025-08-25 02:50:00,26.2,58.2,96.0,OK
S_W27_1,W27,2025-08-25 01:50:00,30.5,57.0,81.8,OK
S_W7_2,W7,2025-08-25 03:05:00,-100.0,63.8,60.4,MALFUNCTION
S_W29_1,W29,2025-08-25 02:35:00,22.5,62.8,67.6,OK
S_W14_2,W14,2025-08-25 01:50:00,29.1,62.8,87.2,OK
S_W15_1,W15,2025-08-25 02:15:00,26.3,54.9,55.6,OK
S_W14_1,W14,2025-08-25 02:35:00,26.2,64.5,53.1,OK
S_W6_4,W6,2025-08-25 00:05:00,25.1,63.8,97.9,OK
S_W7_1,W7,2025-08-25 04:00:00,27.1,58.5,99.1,OK
S_W15_5,W15,2025-08-25 03:30:00,36.2,69.1,83.4,OK
S_W48_2,W48,2025-08-25 01:00:00,26.4,61.0,53.0,OK
S_W1_1,W1,2025-08-25 04:10:00,24.0,54.7,69.7,OK
S_W5_5,W5,2025-08-25 02:05:00,24.7,59.0,69.3,OK
S_W23_3,W23,2025-08-25 01:50:00,21.9,58.2,57.0,OK
S_W24_4,W24,2025-08-25 02:20:00,26.8,52.9,93.9,OK
S_W28_4,W28,2025-08-25 00:25:00,28.2,62.3,85.2,OK
S_W46_2,W46,2025-08-25 01:30:00,29.0,63.0,79.4,OK
S_W11_4,W11,2025-08-25 01:00:00,24.8,53.3,74.3,OK
S_W32_2,W32,2025-08-25 01:20:00,23.0,72.5,81.8,OK
S_W37_5,W37,2025-08-25 03:20:00,25.7,57.9,73.9,OK
S_W2_4,W2,2025-08-25 03:45:00,28.9,55.7,50.4,OK
S_W1_5,W1,2025-08-25 00:20:00,26.2,69.2,50.0,OK
S_W41_2,W41,2025-08-25 02:50:00,27.2,60.4,89.0,OK
S_W45_4,W45,2025-08-25 01:05:00,21.9,95.0,93.9,OK
S_W18_4,W18,2025-08-25 02:15:00,22.4,59.1,99.3,OK
S_W28_4,W28,2025-08-25 02:15:00,25.4,59.9,54.1,OK
S_W28_1,W28,2025-08-25 04:05:00,23.9,60.5,73.4,OK
S_W9_5,W9,2025-08-25 04:15:00,18.6,60.9,66.6,OK
S_W48_2,W48,2025-08-25 04:25:00,27.0,48.1,80.7,OK
S_W50_4,W50,2025-08-25 03:55:00,19.2,49.2,83.5,OK
S_W14_3,W14,2025-08-25 01:05:00,27.6,59.3,66.1,OK
S_W42_4,W42,2025-08-25 04:00:00,19.9,63.8,76.1,OK
S_W18_2,W18,2025-08-25 00:45:00,26.0,63.7,60.9,OK
S_W12_4,W12,2025-08-25 00:50:00,25.5,62.0,89.2,OK
S_W19_1,W19,2025-08-25 00:40:00,28.2,60.8,84.1,OK
S_W6_2,W6,2025-08-25 03:35:00,24.8,55.9,63.7,OK
S_W28_5,W28,2025-08-25 01:10:00,30.0,66.1,87.0,OK
S_W32_3,W32,2025-08-25 03:35:00,22.6,55.6,98.7,OK
S_W43_3,W43,2025-08-25 02:30:00,26.6,55.3,79.4,OK
S_W4_1,W4,2025-08-25 00:15:00,24.8,56.6,63.5,OK
S_W36_3,W36,2025-08-25 03:45:00,27.8,54.8,93.0,OK
S_W8_1,W8,2025-08-25 02:50:00,25.2,54.9,88.6,OK
S_W34_1,W34,2025-08-25 02:30:00,26.2,66.2,74.2,OK
S_W14_2,W14,2025-08-25 00:45:00,24.3,62.3,53.0,OK
S_W32_3,W32,2025-08-25 00:55:00,27.9,63.3,80.7,OK
S_W29_2,W29,2025-08-25 02:50:00,25.0,67.7,79.4,OK
S_W20_2,W20,2025-08-25 02:45:00,25.7,58.0,92.7,OK
S_W7_4,W7,2025-08-25 00:55:00,28.5,58.7,92.3,OK
S_W5_2,W5,2025-08-25 00:45:00,28.7,57.0,76.6,OK
S_W2_1,W2,2025-08-25 02:10:00,28.4,61.0,62.7,OK
S_W18_1,W18,2025-08-25 03:50:00,26.3,72.0,79.8,OK
S_W16_1,W16,2025-08-25 00:55:00,17.7,66.3,67.0,OK
S_W48_1,W48,2025-08-25 03:20:00,26.8,47.5,55.9,OK
S_W34_5,W34,2025-08-25 00:35:00,27.4,53.8,59.9,OK
S_W22_1,W22,2025-08-25 02:40:00,28.4,61.2,78.7,OK
S_W25_5,W25,2025-08-25 01:10:00,26.9,56.9,68.4,OK
S_W29_2,W29,2025-08-25 01:25:00,23.7,62.0,61.4,OK
S_W2_1,W2,2025-08-25 01:45:00,20.2,59.4,85.7,OK
S_W16_4,W16,2025-08-25 00:05:00,20.7,44.3,72.3,OK
S_W7_3,W7,2025-08-25 00:40:00,23.1,62.7,73.3,OK
S_W33_3,W33,2025-08-25 01:20:00,22.3,60.3,72.7,OK
S_W50_4,W50,2025-08-25 03:35:00,22.5,68.5,61.6,OK
S_W41_1,W41,2025-08-25 01:00:00,25.2,60.1,61.4,OK
S_W13_4,W13,2025-08-25 01:15:00,24.5,62.8,50.2,OK
S_W15_3,W15,2025-08-25 01:20:00,25.1,55.5,65.4,OK
S_W33_5,W33,2025-08-25 02:00:00,22.9,52.0,85.9,OK
S_W35_5,W35,2025-08-25 02:45:00,23.6,57.2,64.2,OK
S_W41_4,W41,2025-08-25 02:00:00,26.2,59.4,71.5,OK
S_W1_3,W1,2025-08-25 00:30:00,21.4,65.7,72.2,OK
S_W20_5,W20,2025-08-25 01:35:00,25.5,48.2,56.6,OK
S_W7_4,W7,2025-08-25 03:45:00,27.9,68.3,93.7,OK
S_W41_5,W41,2025-08-25 03:05:00,25.8,48.3,95.9,OK
S_W44_3,W44,2025-08-25 00:45:00,25.2,60.2,75.1,OK
S_W35_2,W35,2025-08-25 03:10:00,24.1,56.4,69.2,OK
S_W36_5,W36,2025-08-25 03:55:00,26.8,95.0,52.7,OK
S_W5_5,W5,2025-08-25 01:55:00,23.8,63.1,88.3,OK
S_W9_3,W9,2025-08-25 00:45:00,32.1,67.0,92.2,OK
S_W46_3,W46,2025-08-25 04:40:00,25.5,72.6,94.9,OK
S_W33_2,W33,2025-08-25 02:35:00,19.9,60.8,80.6,OK
S_W8_2,W8,2025-08-25 03:30:00,15.7,57.4,51.3,OK
S_W20_5,W20,2025-08-25 01:05:00,24.4,62.6,69.4,OK
S_W20_4,W20,2025-08-25 00:55:00,29.9,58.1,81.4,OK
S_W44_3,W44,2025-08-25 03:20:00,21.5,63.3,91.2,OK
S_W41_3,W41,2025-08-25 00:55:00,24.9,59.3,89.7,OK
S_W32_3,W32,2025-08-25 02:55:00,21.8,70.9,98.8,OK
S_W11_5,W11,2025-08-25 01:40:00,20.5,65.6,54.2,OK
S_W47_3,W47,2025-08-25 01:45:00,29.8,64.6,84.8,OK
S_W30_4,W30,2025-08-25 03:15:00,29.2,64.4,83.5,OK
S_W12_1,W12,2025-08-25 02:15:00,19.7,63.4,62.2,OK
S_W5_3,W5,2025-08-25 02:45:00,24.2,59.8,54.0,OK
S_W7_1,W7,2025-08-25 02:25:00,20.8,62.1,53.5,OK
S_W3_5,W3,2025-08-25 01:45:00,24.5,61.2,77.9,OK
S_W1_1,W1,2025-08-25 01:30:00,20.3,60.4,93.0,OK
S_W25_3,W25,2025-08-25 01:15:00,26.1,42.3,76.7,OK
S_W8_2,W8,2025-08-25 02:10:00,23.4,61.7,53.2,OK
S_W44_3,W44,2025-08-25 01:30:00,26.4,61.5,93.2,OK
S_W47_3,W47,2025-08-25 01:05:00,-100.0,63.0,77.5,MALFUNCTION
S_W6_4,W6,2025-08-25 04:40:00,31.1,59.4,87.0,OK
S_W17_1,W17,2025-08-25 00:30:00,26.9,52.2,82.4,OK
S_W23_5,W23,2025-08-25 04:15:00,22.7,60.0,59.9,OK
S_W21_4,W21,2025-08-25 02:30:00,-100.0,62.6,66.9,MALFUNCTION
S_W29_2,W29,2025-08-25 04:25:00,28.3,60.5,73.0,OK
S_W38_3,W38,2025-08-25 03:45:00,23.7,56.0,85.0,OK
S_W42_3,W42,2025-08-25 01:30:00,22.8,59.0,53.3,OK
S_W18_4,W18,2025-08-25 00:55:00,22.0,54.1,97.7,OK
S_W3_4,W3,2025-08-25 04:20:00,27.3,61.2,89.5,OK
S_W31_3,W31,2025-08-25 03:35:00,23.1,55.4,58.3,OK
S_W8_3,W8,2025-08-25 02:10:00,26.3,58.4,56.2,OK
S_W29_3,W29,2025-08-25 01:25:00,27.5,58.4,75.3,OK
S_W46_3,W46,2025-08-25 04:20:00,26.8,53.6,66.9,OK
S_W46_5,W46,2025-08-25 03:10:00,26.4,56.2,62.9,OK
S_W4_3,W4,2025-08-25 01:50:00,22.1,63.2,68.2,OK
S_W32_3,W32,2025-08-25 01:35:00,26.0,56.6,77.5,OK
S_W19_3,W19,2025-08-25 03:10:00,28.2,61.5,62.9,OK
S_W10_4,W10,2025-08-25 02:30:00,25.7,52.9,81.6,OK
S_W27_4,W27,2025-08-25 04:20:00,27.5,62.9,75.8,OK
S_W19_1,W19,2025-08-25 03:55:00,27.6,61.9,54.1,OK
S_W37_4,W37,2025-08-25 01:30:00,23.7,60.5,96.4,OK
S_W48_2,W48,2025-08-25 04:40:00,30.3,72.7,73.2,OK
S_W3_3,W3,2025-08-25 03:00:00,22.9,61.9,95.1,OK
S_W28_1,W28,2025-08-25 02:45:00,21.0,56.2,52.3,OK
S_W16_1,W16,2025-08-25 01:30:00,19.6,62.0,96.5,OK
S_W46_5,W46,2025-08-25 02:50:00,25.0,62.6,68.2,OK
S_W13_5,W13,2025-08-25 02:25:00,26.0,62.0,85.3,OK
S_W8_2,W8,2025-08-25 03:50:00,25.8,56.7,72.5,OK
S_W15_4,W15,2025-08-25 02:10:00,29.0,60.3,82.5,OK
S_W20_4,W20,2025-08-25 01:00:00,30.0,62.8,83.2,OK
S_W41_3,W41,2025-08-25 03:50:00,23.6,46.4,57.4,OK
S_W38_5,W38,2025-08-25 03:25:00,23.5,95.0,79.2,OK
S_W10_5,W10,2025-08-25 03:35:00,24.8,59.3,76.7,OK
S_W9_1,W9,2025-08-25 01:50:00,24.7,62.2,73.5,OK
S_W44_1,W44,2025-08-25 03:40:00,22.9,63.3,59.9,OK
S_W36_4,W36,2025-08-25 04:05:00,25.7,60.3,95.4,OK
S_W50_5,W50,2025-08-25 01:40:00,19.8,69.1,95.9,OK
S_W43_4,W43,2025-08-25 02:45:00,30.4,64.2,96.3,OK
S_W23_2,W23,2025-08-25 01:30:00,25.5,67.3,53.0,OK
S_W34_3,W34,2025-08-25 03:25:00,26.3,59.8,66.9,OK
S_W28_2,W28,2025-08-25 02:00:00,23.6,60.2,89.0,OK
S_W23_3,W23,2025-08-25 02:25:00,26.4,54.0,92.4,OK
S_W3_4,W3,2025-08-25 00:10:00,20.0,66.3,64.0,OK
S_W41_1,W41,2025-08-25 04:00:00,30.2,65.4,83.5,OK
S_W10_4,W10,2025-08-25 02:05:00,25.8,65.6,70.4,OK
S_W10_5,W10,2025-08-25 02:35:00,22.4,95.0,71.8,OK
S_W6_3,W6,2025-08-25 00:40:00,24.2,57.6,75.5,OK
S_W11_3,W11,2025-08-25 01:15:00,27.6,59.0,96.5,OK
S_W10_2,W10,2025-08-25 02:30:00,28.8,58.8,51.0,OK
S_W21_2,W21,2025-08-25 01:15:00,20.6,63.3,76.3,OK
S_W2_5,W2,2025-08-25 02:20:00,20.3,59.1,81.5,OK
S_W34_4,W34,2025-08-25 04:10:00,26.0,57.1,97.9,OK
S_W26_1,W26,2025-08-25 02:10:00,24.0,55.9,80.9,OK
S_W12_2,W12,2025-08-25 00:10:00,25.4,95.0,65.5,OK
S_W42_4,W42,2025-08-25 01:50:00,30.1,66.5,68.5,OK
S_W47_3,W47,2025-08-25 00:30:00,26.2,57.2,71.6,OK
S_W1_4,W1,2025-08-25 01:40:00,20.6,66.0,64.8,OK
S_W40_5,W40,2025-08-25 00:45:00,25.0,66.9,81.6,OK
S_W6_5,W6,2025-08-25 01:45:00,26.1,60.2,84.7,OK
S_W7_4,W7,2025-08-25 02:30:00,23.6,60.8,94.7,OK
S_W7_4,W7,2025-08-25 00:05:00,27.1,55.2,80.1,OK
S_W15_5,W15,2025-08-25 01:35:00,22.6,55.4,64.2,OK
S_W42_4,W42,2025-08-25 03:30:00,28.0,61.8,79.7,OK
S_W48_5,W48,2025-08-25 00:40:00,22.2,53.7,59.3,OK
S_W21_3,W21,2025-08-25 01:15:00,26.2,60.0,96.0,OK
S_W4_4,W4,2025-08-25 00:45:00,22.8,56.2,68.3,OK
S_W1_3,W1,2025-08-25 00:50:00,25.2,62.5,58.3,OK
S_W23_2,W23,2025-08-25 01:10:00,25.6,55.3,85.7,OK
S_W7_1,W7,2025-08-25 02:45:00,20.6,55.5,54.8,OK
S_W3_2,W3,2025-08-25 02:25:00,27.5,55.6,88.6,OK
S_W50_2,W50,2025-08-25 00:10:00,21.6,59.8,51.2,OK
S_W32_3,W32,2025-08-25 01:55:00,21.7,65.1,65.0,OK
S_W4_4,W4,2025-08-25 03:20:00,30.8,62.5,87.1,OK
S_W30_5,W30,2025-08-25 00:10:00,27.7,58.2,70.0,OK
S_W18_5,W18,2025-08-25 01:35:00,24.5,55.5,93.2,OK
S_W15_5,W15,2025-08-25 01:15:00,25.7,58.0,77.1,OK
S_W29_2,W29,2025-08-25 01:05:00,25.9,61.1,95.3,OK
S_W18_3,W18,2025-08-25 02:15:00,27.5,62.9,84.3,OK
S_W49_1,W49,2025-08-25 01:10:00,22.2,64.2,88.3,OK
S_W30_4,W30,2025-08-25 00:40:00,23.5,64.7,89.0,OK
S_W29_3,W29,2025-08-25 03:10:00,27.9,60.6,66.7,OK
S_W46_3,W46,2025-08-25 02:40:00,21.9,60.3,57.1,OK
S_W18_5,W18,2025-08-25 01:45:00,29.7,57.1,72.2,OK
S_W29_1,W29,2025-08-25 04:25:00,28.0,60.4,80.0,OK
S_W32_5,W32,2025-08-25 00:25:00,-100.0,56.4,63.3,MALFUNCTION
S_W31_3,W31,2025-08-25 00:55:00,27.7,57.8,69.5,OK
S_W27_2,W27,2025-08-25 00:45:00,25.1,63.7,99.0,OK
S_W19_4,W19,2025-08-25 03:10:00,27.1,57.6,69.7,OK
S_W48_2,W48,2025-08-25 02:45:00,21.0,60.7,94.2,OK
S_W1_1,W1,2025-08-25 02:25:00,22.9,59.6,66.0,OK
S_W31_4,W31,2025-08-25 02:00:00,26.2,60.2,58.7,OK
S_W47_3,W47,2025-08-25 03:35:00,28.7,55.6,64.2,OK
S_W12_2,W12,2025-08-25 03:25:00,25.2,59.6,54.1,OK
S_W10_5,W10,2025-08-25 04:05:00,26.3,57.4,62.3,OK
S_W34_3,W34,2025-08-25 00:25:00,18.0,57.0,62.7,OK
S_W21_4,W21,2025-08-25 02:50:00,24.1,58.7,75.6,OK
S_W27_2,W27,2025-08-25 03:10:00,27.6,62.8,95.5,OK
S_W5_4,W5,2025-08-25 01:25:00,21.8,66.4,75.3,OK
S_W5_3,W5,2025-08-25 02:20:00,28.8,62.3,79.3,OK
S_W26_1,W26,2025-08-25 01:10:00,24.2,62.5,56.6,OK
S_W45_3,W45,2025-08-25 00:45:00,28.9,63.6,81.2,OK
S_W14_3,W14,2025-08-25 01:25:00,27.8,57.7,91.6,OK
S_W27_5,W27,2025-08-25 00:45:00,22.7,0.0,64.0,OK
S_W25_2,W25,2025-08-25 02:40:00,16.5,57.4,56.6,OK
S_W12_1,W12,2025-08-25 03:45:00,24.6,60.7,62.4,OK
S_W2_5,W2,2025-08-25 00:35:00,19.8,59.8,61.1,OK
S_W24_5,W24,2025-08-25 03:55:00,22.1,56.8,91.4,OK
S_W12_4,W12,2025-08-25 01:55:00,22.5,57.0,84.6,OK
S_W15_5,W15,2025-08-25 02:50:00,27.1,61.0,93.2,OK
S_W46_1,W46,2025-08-25 03:40:00,25.8,60.8,54.5,OK
S_W1_3,W1,2025-08-25 02:00:00,24.1,67.4,64.0,OK
S_W6_5,W6,2025-08-25 04:00:00,27.9,56.0,87.0,OK
S_W3_4,W3,2025-08-25 01:15:00,22.2,62.1,94.4,OK
S_W19_5,W19,2025-08-25 02:50:00,27.4,55.5,53.1,OK
S_W34_1,W34,2025-08-25 02:15:00,25.0,61.9,65.7,OK
S_W34_4,W34,2025-08-25 03:35:00,17.2,64.5,51.2,OK
S_W46_3,W46,2025-08-25 01:15:00,20.3,72.2,74.0,OK
S_W30_3,W30,2025-08-25 00:50:00,30.6,54.6,97.6,OK
S_W27_4,W27,2025-08-25 00:25:00,25.4,53.3,72.7,OK
S_W43_1,W43,2025-08-25 01:20:00,27.1,55.7,100.0,OK
S_W4_5,W4,2025-08-25 03:25:00,23.5,60.0,69.5,OK
S_W37_5,W37,2025-08-25 00:50:00,25.0,58.8,77.4,OK
S_W17_3,W17,2025-08-25 02:00:00,30.3,65.6,69.7,OK
S_W49_2,W49,2025-08-25 00:10:00,25.9,55.7,69.5,OK
S_W26_4,W26,2025-08-25 01:45:00,28.0,53.9,72.4,OK
S_W19_1,W19,2025-08-25 03:35:00,23.8,61.2,90.3,OK
S_W27_5,W27,2025-08-25 02:25:00,27.8,63.1,61.9,OK
S_W47_2,W47,2025-08-25 01:55:00,25.5,63.1,58.6,OK
S_W3_2,W3,2025-08-25 00:50:00,27.9,60.3,50.5,OK
S_W41_5,W41,2025-08-25 03:55:00,27.5,64.1,92.1,OK
S_W9_1,W9,2025-08-25 03:30:00,28.9,61.2,58.3,OK
S_W32_1,W32,2025-08-25 02:20:00,26.2,53.9,66.3,OK
S_W41_5,W41,2025-08-25 03:25:00,21.2,61.5,70.4,OK
S_W50_1,W50,2025-08-25 02:20:00,25.9,62.7,82.2,OK
S_W32_4,W32,2025-08-25 01:40:00,26.5,65.6,61.7,OK
S_W41_1,W41,2025-08-25 00:15:00,23.6,56.8,87.8,OK
S_W45_2,W45,2025-08-25 00:25:00,22.9,61.7,60.8,OK
S_W45_4,W45,2025-08-25 03:40:00,25.6,57.6,96.5,OK
S_W1_4,W1,2025-08-25 03:50:00,21.6,50.3,52.0,OK
S_W16_2,W16,2025-08-25 01:00:00,26.0,61.2,92.0,OK
S_W34_5,W34,2025-08-25 01:05:00,29.3,68.9,71.6,OK
S_W2_5,W2,2025-08-25 04:00:00,29.3,58.6,92.4,OK
S_W13_5,W13,2025-08-25 02:55:00,29.8,58.1,55.8,OK
S_W24_3,W24,2025-08-25 01:50:00,32.7,61.1,63.7,OK
S_W7_4,W7,2025-08-25 03:10:00,19.2,58.2,64.7,OK
S_W15_1,W15,2025-08-25 00:40:00,26.4,60.3,71.6,OK
S_W13_4,W13,2025-08-25 00:20:00,28.6,66.4,69.4,OK
S_W8_5,W8,2025-08-25 02:10:00,27.9,62.9,85.1,OK
S_W5_4,W5,2025-08-25 03:20:00,26.0,56.8,77.0,OK
S_W2_1,W2,2025-08-25 02:00:00,25.9,59.8,88.1,OK
S_W9_2,W9,2025-08-25 02:25:00,23.7,55.5,83.2,OK
S_W46_5,W46,2025-08-25 01:25:00,24.9,65.8,69.2,OK
S_W45_1,W45,2025-08-25 02:05:00,21.9,58.0,82.0,OK
S_W42_5,W42,2025-08-25 03:00:00,21.9,58.2,54.5,OK
S_W9_1,W9,2025-08-25 01:35:00,25.6,63.6,97.3,OK
S_W3_3,W3,2025-08-25 03:50:00,23.0,56.9,95.7,OK
S_W35_1,W35,2025-08-25 01:55:00,21.8,52.9,86.5,OK
S_W32_5,W32,2025-08-25 03:25:00,22.0,64.2,92.6,OK
S_W43_5,W43,2025-08-25 03:45:00,27.9,62.3,84.6,OK
S_W42_4,W42,2025-08-25 03:45:00,27.0,65.4,96.6,OK
S_W9_5,W9,2025-08-25 02:35:00,28.2,58.4,96.9,OK
S_W33_2,W33,2025-08-25 02:00:00,25.2,53.0,78.4,OK
S_W37_2,W37,2025-08-25 02:35:00,23.1,53.9,98.4,OK
S_W11_3,W11,2025-08-25 00:30:00,25.3,66.3,69.8,OK
S_W37_3,W37,2025-08-25 04:00:00,22.5,51.3,76.1,OK
S_W17_4,W17,2025-08-25 01:20:00,27.5,57.0,73.4,OK
S_W9_5,W9,2025-08-25 01:50:00,19.5,63.5,84.8,OK
S_W23_5,W23,2025-08-25 00:20:00,28.0,64.8,78.9,OK
S_W17_1,W17,2025-08-25 03:25:00,22.7,65.7,99.8,OK
S_W14_1,W14,2025-08-25 01:30:00,23.2,62.7,64.3,OK
S_W4_2,W4,2025-08-25 02:50:00,22.4,57.7,65.2,OK
S_W23_5,W23,2025-08-25 00:40:00,27.0,61.9,90.2,OK
S_W21_3,W21,2025-08-25 02:35:00,27.6,67.7,60.5,OK
S_W4_1,W4,2025-08-25 01:55:00,27.9,65.3,67.9,OK
S_W37_5,W37,2025-08-25 01:50:00,29.1,62.1,57.7,OK
S_W31_5,W31,2025-08-25 03:25:00,22.1,64.1,55.1,OK
S_W35_4,W35,2025-08-25 00:05:00,25.8,55.3,64.1,OK
S_W48_4,W48,2025-08-25 00:30:00,21.5,63.1,86.9,OK
S_W31_5,W31,2025-08-25 02:00:00,29.8,63.6,98.1,OK
S_W9_1,W9,2025-08-25 03:05:00,27.2,52.0,81.5,OK
S_W47_3,W47,2025-08-25 00:05:00,28.9,59.6,75.7,OK
S_W13_3,W13,2025-08-25 03:15:00,28.4,65.4,74.8,OK
S_W13_4,W13,2025-08-25 02:00:00,17.6,66.4,52.7,OK
S_W32_1,W32,2025-08-25 03:05:00,21.8,56.7,95.4,OK
S_W41_1,W41,2025-08-25 03:20:00,22.6,56.5,94.4,OK
S_W50_3,W50,2025-08-25 02:05:00,22.8,63.6,97.6,OK
S_W45_3,W45,2025-08-25 00:20:00,23.0,57.5,85.0,OK
S_W23_2,W23,2025-08-25 00:20:00,26.6,58.3,85.8,OK
S_W27_4,W27,2025-08-25 00:55:00,32.2,61.9,57.6,OK
S_W21_4,W21,2025-08-25 00:50:00,29.0,59.8,59.7,OK
S_W17_1,W17,2025-08-25 03:00:00,22.8,55.1,80.1,OK
S_W19_1,W19,2025-08-25 00:55:00,29.9,56.4,91.7,OK
S_W10_2,W10,2025-08-25 01:45:00,26.2,63.7,58.4,OK
S_W41_1,W41,2025-08-25 02:05:00,24.9,52.5,76.4,OK
S_W39_5,W39,2025-08-25 01:35:00,26.5,50.4,68.8,OK
S_W50_4,W50,2025-08-25 01:40:00,25.5,61.2,89.6,OK
S_W18_3,W18,2025-08-25 02:50:00,22.4,57.2,68.3,OK
S_W16_3,W16,2025-08-25 01:25:00,25.8,58.3,74.7,OK
S_W10_1,W10,2025-08-25 00:20:00,26.0,59.8,82.5,OK
S_W10_2,W10,2025-08-25 04:40:00,25.2,59.4,99.2,OK
S_W38_5,W38,2025-08-25 01:25:00,26.0,49.3,54.6,OK
S_W50_5,W50,2025-08-25 03:10:00,24.5,65.9,73.7,OK
S_W7_1,W7,2025-08-25 02:55:00,25.6,59.4,51.1,OK
S_W25_5,W25,2025-08-25 02:50:00,23.7,66.4,60.1,OK
S_W2_3,W2,2025-08-25 00:50:00,26.2,57.2,89.6,OK
S_W40_2,W40,2025-08-25 02:00:00,26.4,53.0,64.8,OK
S_W49_5,W49,2025-08-25 01:40:00,27.7,57.9,89.1,OK
S_W40_2,W40,2025-08-25 00:25:00,22.0,55.7,87.4,OK
S_W21_2,W21,2025-08-25 03:30:00,22.2,55.0,93.5,OK
S_W6_4,W6,2025-08-25 03:00:00,24.2,55.9,60.8,OK
S_W43_1,W43,2025-08-25 04:10:00,24.6,56.3,57.5,OK
S_W34_4,W34,2025-08-25 02:55:00,19.3,55.2,92.4,OK
S_W32_3,W32,2025-08-25 03:15:00,23.6,57.6,89.8,OK
S_W2_4,W2,2025-08-25 01:50:00,25.0,60.6,63.7,OK
S_W7_3,W7,2025-08-25 01:00:00,34.1,64.5,93.6,OK
S_W13_5,W13,2025-08-25 02:35:00,22.5,62.7,76.7,OK
S_W17_3,W17,2025-08-25 00:25:00,24.8,59.2,51.6,OK
S_W37_3,W37,2025-08-25 00:25:00,28.5,53.4,76.5,OK
S_W41_5,W41,2025-08-25 02:40:00,22.1,57.2,59.9,OK
S_W46_4,W46,2025-08-25 02:15:00,25.5,55.1,90.5,OK
